CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,CVE_SUN,NOM_SUN,POB_2018
21,Puebla,21104,Nopalucan,211040053,Colonia Obrera,C21.10,Nopalucan de la Granja-Ciudad de Rafael Lara Grajales,0
21,Puebla,21104,Nopalucan,211040057,La Joya,C21.10,Nopalucan de la Granja-Ciudad de Rafael Lara Grajales,0
21,Puebla,21104,Nopalucan,211040061,Moctezuma,C21.10,Nopalucan de la Granja-Ciudad de Rafael Lara Grajales,0
21,Puebla,21110,Palmar de Bravo,211100011,Jesús Nazareno,C21.09,Palmarito Tochapan,3266
21,Puebla,21110,Palmar de Bravo,211100023,San Miguel Xaltepec,C21.09,Palmarito Tochapan,9956
21,Puebla,21115,Quecholac,211150009,Palmarito Tochapan,C21.09,Palmarito Tochapan,18628
21,Puebla,21115,Quecholac,211150018,San José Tuzuapan,C21.09,Palmarito Tochapan,3012
21,Puebla,21117,Rafael Lara Grajales,211170001,Ciudad de Rafael Lara Grajales,C21.10,Nopalucan de la Granja-Ciudad de Rafael Lara Grajales,10895
21,Puebla,21118,Los Reyes de Juárez,211180001,Los Reyes de Juárez,C21.01,Acatzingo de Hidalgo,17190
21,Puebla,21118,Los Reyes de Juárez,211180003,Buenavista de Juárez,C21.01,Acatzingo de Hidalgo,2398
21,Puebla,21118,Los Reyes de Juárez,211180007,Santiago Acozac,C21.01,Acatzingo de Hidalgo,3294
21,Puebla,21118,Los Reyes de Juárez,211180015,San Juan Acozac,C21.01,Acatzingo de Hidalgo,0
21,Puebla,21142,San Salvador el Seco,211420001,San Salvador el Seco,P21.05,San Salvador el Seco,18975
21,Puebla,21154,Tecamachalco,211540001,Tecamachalco,C21.11,Tecamachalco,32249
21,Puebla,21154,Tecamachalco,211540021,San Mateo Tlaixpan,C21.11,Tecamachalco,11767
21,Puebla,21164,Tepeaca,211640001,Tepeaca,C21.12,Tepeaca,29964
21,Puebla,21164,Tepeaca,211640020,San Pablo Actipan,C21.12,Tepeaca,4212
21,Puebla,21173,Teteles de Avila Castillo,211730001,Teteles de Avila Castillo,C21.03,Atempan,4978
21,Puebla,21175,Tianguismanalco,211750017,La Villa Tercera Sección,C21.04,Atlixco,0
21,Puebla,21183,Tlaola,211830022,Xaltepuxtla,C21.08,Nuevo Necaxa-Tenango,4323
21,Puebla,21197,Xicotepec,211970001,Xicotepec de Juárez,C21.13,Xicotepec de Juárez,44363
21,Puebla,21197,Xicotepec,211970018,San Isidro,C21.13,Xicotepec de Juárez,0
21,Puebla,21197,Xicotepec,211970098,Lomas Verdes,C21.13,Xicotepec de Juárez,0
21,Puebla,21199,Xiutetelco,211990001,San Juan Xiutetelco,C30.08,Jalacingo-San Juan Xiutetelco,8504
21,Puebla,21199,Xiutetelco,211990008,San Andrés,C30.08,Jalacingo-San Juan Xiutetelco,2610
21,Puebla,21199,Xiutetelco,211990009,San Francisco,C30.08,Jalacingo-San Juan Xiutetelco,3364
21,Puebla,21199,Xiutetelco,211990016,Xaltipan,C30.08,Jalacingo-San Juan Xiutetelco,5490
21,Puebla,21199,Xiutetelco,211990027,San Martín,C30.08,Jalacingo-San Juan Xiutetelco,2031
21,Puebla,21199,Xiutetelco,211990037,La Cantera,C30.08,Jalacingo-San Juan Xiutetelco,0
21,Puebla,21199,Xiutetelco,211990046,La Ciénega,C30.08,Jalacingo-San Juan Xiutetelco,0
21,Puebla,21199,Xiutetelco,211990048,Sección Segunda Xiutetelco,C30.08,Jalacingo-San Juan Xiutetelco,0
21,Puebla,21199,Xiutetelco,211990051,Xaltipan (Sección Décima),C30.08,Jalacingo-San Juan Xiutetelco,0
21,Puebla,21204,Yaonáhuac,212040001,Yaonáhuac,C21.03,Atempan,5024
21,Puebla,21204,Yaonáhuac,212040013,Atemeya,C21.03,Atempan,0
21,Puebla,21207,Zacapoaxtla,212070001,Zacapoaxtla,C21.14,Zacapoaxtla,7782
21,Puebla,21207,Zacapoaxtla,212070005,Comaltepec,C21.14,Zacapoaxtla,3552
21,Puebla,21207,Zacapoaxtla,212070021,Xalacapan,C21.14,Zacapoaxtla,4746
21,Puebla,21207,Zacapoaxtla,212070034,Los Cristales (Talican),C21.14,Zacapoaxtla,2359
21,Puebla,21207,Zacapoaxtla,212070043,San Carlos,C21.14,Zacapoaxtla,0
21,Puebla,21208,Zacatlán,212080001,Zacatlán,C21.15,Zacatlán,37603
21,Puebla,21208,Zacatlán,212080004,Atzingo (La Cumbre),C21.15,Zacatlán,3736
21,Puebla,21208,Zacatlán,212080015,Jicolapa,C21.15,Zacatlán,4638
21,Puebla,21214,Zinacatepec,212140001,San Sebastián Zinacatepec,P21.06,San Sebastián Zinacatepec,17284
22,Querétaro,22016,San Juan del Río,220160001,San Juan del Río,C22.01,San Juan del Río,157552
22,Querétaro,22016,San Juan del Río,220160007,Casa Blanca,C22.01,San Juan del Río,0
22,Querétaro,22017,Tequisquiapan,220170001,Tequisquiapan,C22.02,Tequisquiapan,32623
22,Querétaro,22017,Tequisquiapan,220170107,Ramas Blancas,C22.02,Tequisquiapan,0
22,Querétaro,22017,Tequisquiapan,220170146,Familia Jiménez (Colonia Santa Fe),C22.02,Tequisquiapan,0
22,Querétaro,22017,Tequisquiapan,220170203,Nahui Ollin [Fraccionamiento],C22.02,Tequisquiapan,0
23,Quintana Roo,23001,Cozumel,230010001,Cozumel,P23.01,Cozumel,94388
23,Quintana Roo,23002,Felipe Carrillo Puerto,230020001,Felipe Carrillo Puerto,P23.02,Felipe Carrillo Puerto,34148
23,Quintana Roo,23008,Solidaridad,230080001,Playa del Carmen,P23.03,Playa del Carmen,214734
23,Quintana Roo,23009,Tulum,230090001,Tulum,P23.04,Tulum,22247
24,San Luis Potosí,24005,Cárdenas,240050001,Cárdenas,P24.01,Cárdenas,16722
24,San Luis Potosí,24008,Cerritos,240080001,Cerritos,P24.02,Cerritos,16308
24,San Luis Potosí,24013,Ciudad Valles,240130001,Ciudad Valles,P24.03,Ciudad Valles,135938
24,San Luis Potosí,24016,Ébano,240160001,Ébano,P24.04,Ébano,26646
24,San Luis Potosí,24020,Matehuala,240200001,Matehuala,P24.05,Matehuala,85500
24,San Luis Potosí,24025,Salinas,240250001,Salinas de Hidalgo,P24.06,Salinas de Hidalgo,19047
24,San Luis Potosí,24037,Tamazunchale,240370001,Tamazunchale,C24.01,Tamazunchale,30123
24,San Luis Potosí,24037,Tamazunchale,240370139,El Piñal,C24.01,Tamazunchale,0
24,San Luis Potosí,24037,Tamazunchale,240370370,Los Tamarindos,C24.01,Tamazunchale,0
24,San Luis Potosí,24040,Tamuín,240400001,Tamuín,P24.07,Tamuín,18111
25,Sinaloa,25001,Ahome,250010001,Los Mochis,C25.01,Los Mochis,294684
25,Sinaloa,25001,Ahome,250010088,Benito Juárez,C25.01,Los Mochis,0
25,Sinaloa,25001,Ahome,250010136,El Estero (Juan José Ríos),C25.03,Juan José Ríos,4454
25,Sinaloa,25001,Ahome,250010189,Ejido 9 de Diciembre,C25.01,Los Mochis,0
25,Sinaloa,25001,Ahome,250010197,Plan de Ayala [Campo Cinco],C25.01,Los Mochis,0
25,Sinaloa,25008,Elota,250080001,La Cruz,P25.01,La Cruz,18929
25,Sinaloa,25009,Escuinapa,250090001,Escuinapa de Hidalgo,P25.02,Escuinapa de Hidalgo,32813
25,Sinaloa,25011,Guasave,250110001,Guasave,C25.02,Guasave,78891
25,Sinaloa,25011,Guasave,250110070,Callejones de Guasavito,C25.02,Guasave,3586
25,Sinaloa,25011,Guasave,250110132,Gabriel Leyva Solano (Benito Juárez),P25.03,Gabriel Leyva Solano,26489
25,Sinaloa,25011,Guasave,250110138,Juan José Ríos,C25.03,Juan José Ríos,23701
25,Sinaloa,25011,Guasave,250110249,San Pedro Guasave (El Ranchito),C25.02,Guasave,0
25,Sinaloa,25011,Guasave,250110370,Las Crucecitas,C25.02,Guasave,0
25,Sinaloa,25011,Guasave,250110714,Sector la Cruz,C25.02,Guasave,0
25,Sinaloa,25014,Rosario,250140001,El Rosario,P25.04,El Rosario,17216
25,Sinaloa,25015,Salvador Alvarado,250150001,Guamúchil,C25.04,Guamúchil,68831
25,Sinaloa,25015,Salvador Alvarado,250150044,Tultita,C25.04,Guamúchil,0
25,Sinaloa,25018,Navolato,250180001,Navolato,C25.05,Navolato,31304
25,Sinaloa,25018,Navolato,250180367,Toboloto,C25.05,Navolato,0
25,Sinaloa,25018,Navolato,250180374,Licenciado Benito Juárez (Campo Gobierno),P25.05,Licenciado Benito Juárez,30249
26,Sonora,26002,Agua Prieta,260020001,Agua Prieta,P26.01,Agua Prieta,89857
26,Sonora,26017,Caborca,260170001,Heroica Caborca,P26.02,Caborca,67548
26,Sonora,26018,Cajeme,260180001,Ciudad Obregón,C26.01,Ciudad Obregón,343613
26,Sonora,26018,Cajeme,260180284,Cócorit,C26.02,Esperanza,7309
26,Sonora,26018,Cajeme,260180311,Esperanza,C26.02,Esperanza,42555
26,Sonora,26018,Cajeme,260180364,Providencia,C26.01,Ciudad Obregón,4244
26,Sonora,26018,Cajeme,260180391,Ejido Tepeyac (Campo Dos),C26.01,Ciudad Obregón,0
26,Sonora,26018,Cajeme,260180403,Pueblo Yaqui,P26.03,Pueblo Yaqui,15967
26,Sonora,26018,Cajeme,260180849,La Argentina,C26.01,Ciudad Obregón,0
26,Sonora,26018,Cajeme,260181172,Calle Muerta,C26.01,Ciudad Obregón,0
26,Sonora,26019,Cananea,260190001,Heroica Ciudad de Cananea,P26.04,Cananea,33411
26,Sonora,26033,Huatabampo,260330001,Huatabampo,P26.05,Huatabampo,31594
26,Sonora,26036,Magdalena,260360001,Magdalena de Kino,P26.06,Magdalena de Kino,30360
26,Sonora,26042,Navojoa,260420001,Navojoa,P26.07,Navojoa,130446
26,Sonora,26048,Puerto Peñasco,260480001,Puerto Peñasco,P26.08,Puerto Peñasco,70206
26,Sonora,26055,San Luis Río Colorado,260550001,San Luis Río Colorado,P26.09,San Luis Río Colorado,182121
26,Sonora,26070,General Plutarco Elías Calles,260700001,Sonoyta,P26.10,Sonoyta,15632
26,Sonora,26071,Benito Juárez,260710001,Villa Juárez,P26.11,Villa Juárez,15384
27,Tabasco,27002,Cárdenas,270020001,Cárdenas,C27.01,Cárdenas,101857
27,Tabasco,27002,Cárdenas,270020009,Arroyo Hondo Abejonal,C27.01,Cárdenas,2406
27,Tabasco,27002,Cárdenas,270020015,El Bajío 2da. Sección,C27.01,Cárdenas,2466
27,Tabasco,27002,Cárdenas,270020016,El Bajío 1ra. Sección,C27.01,Cárdenas,1820
27,Tabasco,27002,Cárdenas,270020020,Calzada 1ra. Sección Norte A,C27.01,Cárdenas,0
27,Tabasco,27002,Cárdenas,270020051,Melchor Ocampo,C27.01,Cárdenas,4484
27,Tabasco,27002,Cárdenas,270020143,Celia González de Rovirosa,C27.01,Cárdenas,0
27,Tabasco,27002,Cárdenas,270020144,De los Santos,C27.01,Cárdenas,0
27,Tabasco,27002,Cárdenas,270020148,Bajío 1ra. Sección A (Perifércio Sur),C27.01,Cárdenas,0
27,Tabasco,27002,Cárdenas,270020164,27 de Febrero (Locatarios del Mercado),C27.01,Cárdenas,0
27,Tabasco,27002,Cárdenas,270020170,Ampliación Carrizal,C27.01,Cárdenas,0
27,Tabasco,27002,Cárdenas,270020210,Calzada 1ra. Sección Sur,C27.01,Cárdenas,0
27,Tabasco,27003,Centla,270030001,Frontera,C27.02,Frontera,21679
27,Tabasco,27003,Centla,270030211,Arroyo Polo 2da. Sección,C27.02,Frontera,0
27,Tabasco,27005,Comalcalco,270050001,Comalcalco,C27.03,Comalcalco,39217
27,Tabasco,27005,Comalcalco,270050058,Reyes Hernández 2da. Sección,C27.03,Comalcalco,2876
27,Tabasco,27005,Comalcalco,270050059,Sargento López 1ra. Sección,C27.03,Comalcalco,4143
27,Tabasco,27005,Comalcalco,270050110,Norte 1ra. Sección (Buena Vista),C27.03,Comalcalco,0
27,Tabasco,27006,Cunduacán,270060001,Cunduacán,C27.04,Cunduacán,22056
27,Tabasco,27006,Cunduacán,270060024,Huacapa y Amestoy,C27.04,Cunduacán,0
27,Tabasco,27006,Cunduacán,270060047,Pechucalco,C27.04,Cunduacán,0
27,Tabasco,27007,Emiliano Zapata,270070001,Emiliano Zapata,P27.01,Emiliano Zapata,22944
27,Tabasco,27008,Huimanguillo,270080001,Huimanguillo,P27.02,Huimanguillo,25516
27,Tabasco,27008,Huimanguillo,270080084,Río Seco y Montaña 2da. Sección,C27.01,Cárdenas,6264
27,Tabasco,27010,Jalpa de Méndez,270100001,Jalpa de Méndez,C27.05,Jalpa de Méndez,15339
27,Tabasco,27010,Jalpa de Méndez,270100041,Tomás Garrido Canabal (San José),C27.05,Jalpa de Méndez,0
27,Tabasco,27010,Jalpa de Méndez,270100051,Ribera Alta,C27.05,Jalpa de Méndez,0
27,Tabasco,27012,Macuspana,270120001,Macuspana,C27.06,Macuspana,31583
27,Tabasco,27012,Macuspana,270120016,Belén,C27.06,Macuspana,5775
27,Tabasco,27012,Macuspana,270120018,Benito Juárez (San Carlos),C27.07,Benito Juárez (San Carlos),14163
27,Tabasco,27012,Macuspana,270120141,La Escalera,C27.07,Benito Juárez (San Carlos),2277
27,Tabasco,27012,Macuspana,270120231,San Antonio,C27.07,Benito Juárez (San Carlos),2355
27,Tabasco,27012,Macuspana,270120262,Santa Lucía,C27.07,Benito Juárez (San Carlos),0
27,Tabasco,27014,Paraíso,270140001,Paraíso,C27.08,Paraíso,23500
27,Tabasco,27014,Paraíso,270140005,Puerto Ceiba (Carrizal),C27.08,Paraíso,4050
27,Tabasco,27014,Paraíso,270140027,Quintín Arauz,C27.08,Paraíso,6347
27,Tabasco,27016,Teapa,270160001,Teapa,P27.03,Teapa,25193
27,Tabasco,27017,Tenosique,270170001,Tenosique de Pino Suárez,P27.04,Tenosique de Pino Suárez,32250
28,Tamaulipas,28021,El Mante,280210001,Ciudad Mante,P28.01,Ciudad Mante,91496
28,Tamaulipas,28025,Miguel Alemán,280250001,Ciudad Miguel Alemán,P28.02,Ciudad Miguel Alemán,24461
28,Tamaulipas,28035,San Fernando,280350001,San Fernando,P28.03,San Fernando,31037
28,Tamaulipas,28040,Valle Hermoso,280400001,Valle Hermoso,C28.01,Valle Hermoso,53153
28,Tamaulipas,28040,Valle Hermoso,280400067,El Realito,C28.01,Valle Hermoso,3402
29,Tlaxcala,29006,Calpulalpan,290060001,Heroica Ciudad de Calpulalpan,P29.01,Calpulalpan,38302
29,Tlaxcala,29007,El Carmen Tequexquitla,290070001,Villa de El Carmen Tequexquitla,P29.02,Villa de El Carmen Tequexquitla,16218
29,Tlaxcala,29013,Huamantla,290130001,Huamantla,C29.01,Huamantla,58415
29,Tlaxcala,29013,Huamantla,290130016,Ignacio Zaragoza,C29.01,Huamantla,8006
29,Tlaxcala,29034,Tlaxco,290340001,Tlaxco,P29.03,Tlaxco,17350
30,Veracruz de Ignacio de la Llave,30010,Altotonga,300100001,Altotonga,P30.01,Altotonga,21695
30,Veracruz de Ignacio de la Llave,30013,Naranjos Amatlán,300130001,Naranjos,C30.01,Naranjos,20677
30,Veracruz de Ignacio de la Llave,30013,Naranjos Amatlán,300130017,Rancho Nuevo,C30.01,Naranjos,0
30,Veracruz de Ignacio de la Llave,30016,La Antigua,300160001,José Cardel,C30.02,José Cardel,19082
30,Veracruz de Ignacio de la Llave,30021,Atoyac,300210017,General Miguel Alemán (Potrero Nuevo),P30.02,General Miguel Alemán,15360
30,Veracruz de Ignacio de la Llave,30023,Atzalan,300230250,Colonias Pedernales,C30.09,Martínez de la Torre,3256
30,Veracruz de Ignacio de la Llave,30023,Atzalan,300230251,Seis de Mayo,C30.09,Martínez de la Torre,0
30,Veracruz de Ignacio de la Llave,30032,Catemaco,300320001,Catemaco,P30.03,Catemaco,30456
30,Veracruz de Ignacio de la Llave,30034,Cerro Azul,300340001,Cerro Azul,C30.03,Cerro Azul,23015
30,Veracruz de Ignacio de la Llave,30045,Cosamaloapan de Carpio,300450001,Cosamaloapan,C30.04,Cosamaloapan-Carlos A. Carrillo,32213
30,Veracruz de Ignacio de la Llave,30047,Coscomatepec,300470001,Coscomatepec de Bravo,C30.05,Coscomatepec de Bravo,16307
30,Veracruz de Ignacio de la Llave,30047,Coscomatepec,300470017,Nicanor Espejo,C30.05,Coscomatepec de Bravo,0
30,Veracruz de Ignacio de la Llave,30053,Cuitláhuac,300530001,Cuitláhuac,C30.06,Cuitláhuac,15527
30,Veracruz de Ignacio de la Llave,30053,Cuitláhuac,300530006,San Francisco (Mata Clara),C30.06,Cuitláhuac,0
30,Veracruz de Ignacio de la Llave,30053,Cuitláhuac,300530011,El Manantial,C30.06,Cuitláhuac,0
30,Veracruz de Ignacio de la Llave,30053,Cuitláhuac,300530089,Plan de Ayala,C30.06,Cuitláhuac,0
30,Veracruz de Ignacio de la Llave,30053,Cuitláhuac,300530100,Fraccionamiento San Francisco,C30.06,Cuitláhuac,0
30,Veracruz de Ignacio de la Llave,30055,Chalma,300550019,Las Pilas,C13.03,Huejutla de Reyes,0
30,Veracruz de Ignacio de la Llave,30055,Chalma,300550020,El Pintor,C13.03,Huejutla de Reyes,0
30,Veracruz de Ignacio de la Llave,30060,Chinampa de Gorostiza,300600002,Aquiles Serdán (Río Blanco),C30.01,Naranjos,0
30,Veracruz de Ignacio de la Llave,30060,Chinampa de Gorostiza,300600007,Colonia las Flores,C30.01,Naranjos,3389
30,Veracruz de Ignacio de la Llave,30061,Las Choapas,300610001,Las Choapas,P30.04,Las Choapas,41654
30,Veracruz de Ignacio de la Llave,30071,Huatusco,300710001,Huatusco de Chicuellar,C30.07,Huatusco de Chicuellar,32734
30,Veracruz de Ignacio de la Llave,30071,Huatusco,300710070,Colonia Pastoría Cuatro,C30.07,Huatusco de Chicuellar,0
30,Veracruz de Ignacio de la Llave,30071,Huatusco,300710088,Fraccionamiento Villa la Vista,C30.07,Huatusco de Chicuellar,0
30,Veracruz de Ignacio de la Llave,30077,Isla,300770001,Isla,P30.05,Isla,28229
30,Veracruz de Ignacio de la Llave,30086,Jalacingo,300860001,Jalacingo,C30.08,Jalacingo-San Juan Xiutetelco,14547
30,Veracruz de Ignacio de la Llave,30086,Jalacingo,300860039,Cuartel Cuatro,C30.08,Jalacingo-San Juan Xiutetelco,0
30,Veracruz de Ignacio de la Llave,30094,Juan Rodríguez Clara,300940001,Juan Rodríguez Clara,P30.06,Juan Rodríguez Clara,16618
30,Veracruz de Ignacio de la Llave,30097,Lerdo de Tejada,300970001,Lerdo de Tejada,P30.07,Lerdo de Tejada,19913
30,Veracruz de Ignacio de la Llave,30102,Martínez de la Torre,301020001,Martínez de la Torre,C30.09,Martínez de la Torre,65870
30,Veracruz de Ignacio de la Llave,30102,Martínez de la Torre,301020030,Independencia,C30.09,Martínez de la Torre,13675
30,Veracruz de Ignacio de la Llave,30102,Martínez de la Torre,301020047,La Piedrilla,C30.09,Martínez de la Torre,0
30,Veracruz de Ignacio de la Llave,30102,Martínez de la Torre,301020071,Villanueva,C30.09,Martínez de la Torre,0
30,Veracruz de Ignacio de la Llave,30102,Martínez de la Torre,301020120,El Diamante,C30.09,Martínez de la Torre,0
30,Veracruz de Ignacio de la Llave,30109,Misantla,301090001,Misantla,P30.08,Misantla,30978
30,Veracruz de Ignacio de la Llave,30128,Perote,301280001,Perote,C30.10,Perote,40478
30,Veracruz de Ignacio de la Llave,30128,Perote,301280010,Libertad,C30.10,Perote,0
30,Veracruz de Ignacio de la Llave,30134,Puente Nacional,301340003,Cabezas,C30.02,José Cardel,7225
30,Veracruz de Ignacio de la Llave,30141,San Andrés Tuxtla,301410001,San Andrés Tuxtla,C30.11,San Andrés Tuxtla,65213
30,Veracruz de Ignacio de la Llave,30141,San Andrés Tuxtla,301410263,Prolongación Primitivo R. Valencia,C30.11,San Andrés Tuxtla,0
30,Veracruz de Ignacio de la Llave,30141,San Andrés Tuxtla,301410363,Real de San Andrés,C30.11,San Andrés Tuxtla,0
30,Veracruz de Ignacio de la Llave,30143,Santiago Tuxtla,301430001,Santiago Tuxtla,P30.09,Santiago Tuxtla,15913
30,Veracruz de Ignacio de la Llave,30144,Sayula de Alemán,301440001,Sayula de Alemán,P30.10,Sayula de Alemán,15205
30,Veracruz de Ignacio de la Llave,30153,Tancoco,301530012,Kilómetro Cuarenta y Tres,C30.03,Cerro Azul,0
30,Veracruz de Ignacio de la Llave,30155,Tantoyuca,301550001,Tantoyuca,C30.12,Tantoyuca,35269
30,Veracruz de Ignacio de la Llave,30155,Tantoyuca,301550157,La Morita,C30.12,Tantoyuca,0
30,Veracruz de Ignacio de la Llave,30155,Tantoyuca,301550699,Villas de Tantoyuca,C30.12,Tantoyuca,0
30,Veracruz de Ignacio de la Llave,30160,Álamo Temapache,301600001,Álamo,C30.13,Álamo,27568
30,Veracruz de Ignacio de la Llave,30160,Álamo Temapache,301600041,Chapopote Núñez,C30.13,Álamo,2901
30,Veracruz de Ignacio de la Llave,30160,Álamo Temapache,301600052,Estero del Ídolo,C30.13,Álamo,3597
30,Veracruz de Ignacio de la Llave,30160,Álamo Temapache,301600138,La Unión,C30.13,Álamo,0
30,Veracruz de Ignacio de la Llave,30160,Álamo Temapache,301600457,Colonia el Esfuerzo (Pueblo Nuevo),C30.13,Álamo,0
30,Veracruz de Ignacio de la Llave,30174,Tierra Blanca,301740001,Tierra Blanca,P30.11,Tierra Blanca,51118
30,Veracruz de Ignacio de la Llave,30183,Tlapacoyan,301830001,Tlapacoyan,C30.14,Tlapacoyan,37512
30,Veracruz de Ignacio de la Llave,30183,Tlapacoyan,301830018,San Isidro,C30.14,Tlapacoyan,0
30,Veracruz de Ignacio de la Llave,30183,Tlapacoyan,301830095,Santa Ana Maloapan,C30.09,Martínez de la Torre,0
30,Veracruz de Ignacio de la Llave,30189,Tuxpan,301890001,Túxpam de Rodríguez Cano,C30.15,Túxpam de Rodríguez Cano,93392
30,Veracruz de Ignacio de la Llave,30189,Tuxpan,301890005,Alto Lucero,C30.15,Túxpam de Rodríguez Cano,17298
30,Veracruz de Ignacio de la Llave,30189,Tuxpan,301890083,Santiago de la Peña,C30.15,Túxpam de Rodríguez Cano,8204
30,Veracruz de Ignacio de la Llave,30189,Tuxpan,301890085,Tampamachoco,C30.15,Túxpam de Rodríguez Cano,0
30,Veracruz de Ignacio de la Llave,30189,Tuxpan,301890091,La Victoria (La Peñita),C30.15,Túxpam de Rodríguez Cano,2258
30,Veracruz de Ignacio de la Llave,30204,Agua Dulce,302040001,Agua Dulce,C30.16,Agua Dulce,37379
30,Veracruz de Ignacio de la Llave,30204,Agua Dulce,302040017,El Muelle (Gavilán Norte),C30.16,Agua Dulce,3809
30,Veracruz de Ignacio de la Llave,30207,Tres Valles,302070001,Tres Valles,C30.17,Tres Valles,18901
30,Veracruz de Ignacio de la Llave,30207,Tres Valles,302070055,Campo Veracruz,C30.17,Tres Valles,0
30,Veracruz de Ignacio de la Llave,30207,Tres Valles,302070085,Colonia Nueva la Pochota,C30.17,Tres Valles,0
30,Veracruz de Ignacio de la Llave,30208,Carlos A. Carrillo,302080001,Carlos A. Carrillo,C30.04,Cosamaloapan-Carlos A. Carrillo,17992
31,Yucatán,31019,Chemax,310190001,Chemax,P31.01,Chemax,17149
31,Yucatán,31040,Izamal,310400001,Izamal,P31.02,Izamal,18044
31,Yucatán,31052,Motul,310520001,Motul de Carrillo Puerto,C31.01,Motul de Carrillo Puerto,26079
31,Yucatán,31052,Motul,310520012,Santa Cruz Pachón,C31.01,Motul de Carrillo Puerto,0
31,Yucatán,31056,Oxkutzcab,310560001,Oxkutzcab,P31.03,Oxkutzcab,26241
31,Yucatán,31058,Peto,310580001,Peto,P31.04,Peto,22377
31,Yucatán,31059,Progreso,310590001,Progreso,C31.02,Progreso,39475
31,Yucatán,31059,Progreso,310590003,Chelem,C31.02,Progreso,4352
31,Yucatán,31059,Progreso,310590004,Chicxulub (Chicxulub Puerto),C31.02,Progreso,7728
31,Yucatán,31059,Progreso,310590005,Chuburná,C31.02,Progreso,2257
31,Yucatán,31079,Tekax,310790001,Tekax de -lvaro Obregón,P31.05,Tekax de Álvaro Obregón,29440
31,Yucatán,31089,Ticul,310890001,Ticul,P31.06,Ticul,36479
31,Yucatán,31096,Tizimín,310960001,Tizimín,P31.07,Tizimín,52150
31,Yucatán,31102,Valladolid,311020001,Valladolid,P31.08,Valladolid,53939
32,Zacatecas,32005,Calera,320050001,Víctor Rosales,P32.01,Víctor Rosales,35554
32,Zacatecas,32010,Fresnillo,320100001,Fresnillo,C32.01,Fresnillo,131214
32,Zacatecas,32010,Fresnillo,320100165,Plateros,C32.01,Fresnillo,5233
32,Zacatecas,32020,Jerez,320200001,Jerez de García Salinas,P32.02,Jerez de García Salinas,47437
32,Zacatecas,32022,Juan Aldama,320220001,Juan Aldama,P32.03,Juan Aldama,16942
32,Zacatecas,32024,Loreto,320240001,Loreto,P32.04,Loreto_ZS,25923
32,Zacatecas,32029,Miguel Auza,320290001,Miguel Auza,P32.05,Miguel Auza,15675
32,Zacatecas,32034,Nochistlán de Mejía,320340001,Nochistlán de Mejía,P32.06,Nochistlán de Mejía,17807
32,Zacatecas,32036,Ojocaliente,320360001,Ojocaliente,P32.07,Ojocaliente,22867
32,Zacatecas,32039,Río Grande,320390001,Río Grande,C32.02,Río Grande,37597
32,Zacatecas,32039,Río Grande,320390027,Los Ramírez,C32.02,Río Grande,2480
32,Zacatecas,32042,Sombrerete,320420001,Sombrerete,P32.08,Sombrerete,25232
32,Zacatecas,32048,Tlaltenango de Sánchez Román,320480001,Tlaltenango de Sánchez Román,P32.09,Tlaltenango de Sánchez Román,17098
16,Michoacán de Ocampo,16052,Lázaro Cárdenas,160520137,La Orilla,C16.03,Ciudad Lázaro Cárdenas,24199
